,trial_id,completion_date_india,completion_date_global,recruitment_status_india,recruitment_status_global,publication_details,secondary_ids
372,CTRI/2020/10/028471,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,none yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
373,CTRI/2020/10/028486,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Not yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
374,CTRI/2020/10/028485,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Not Yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
375,CTRI/2020/10/028568,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Not Published,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>MHC/CT/20-21/007  </td>
<td>Protocol Number </td>
</tr>]"
376,CTRI/2020/10/028566,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Not Yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
377,CTRI/2020/10/028537,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>MHC/CT/20-21/011, Version 1, Dated 08 Sept 2020 </td>
<td>Protocol Number </td>
</tr>]"
378,CTRI/2020/10/028570,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
379,CTRI/2020/10/028597,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
380,CTRI/2020/10/028602,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Open to Recruitment,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>BGBC020 dated 08-Oct-2020 </td>
<td>Protocol Number </td>
</tr>]"
381,CTRI/2020/10/028581,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
382,CTRI/2020/10/028580,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,No Publications yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
383,CTRI/2020/10/028637,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,trial will started after the ctri registration,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
384,CTRI/2020/10/028635,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
385,CTRI/2020/10/028695,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
386,CTRI/2020/10/028731,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Yet Recruiting,"The trial results will be communicated to all site investigators by teleconference prior to publication or presentation. The trial results will also be submitted for presentation at national and international meetings and publications submitted to a peer reviewed scientific journal, irrespective of the results. A plain-language summary of the trial results will be made available to individual participants upon request. Primary and senior authorship will be determined by the study steering committee. Hospitals contributing at least one case for analysis will nominate a locally determined coordinating investigator for inclusion, in order of number of participants enrolled.","[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NCT04509973 </td>
<td>ClinicalTrials.gov </td>
</tr>]"
387,CTRI/2020/11/028799,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>Nil </td>
<td>NIL </td>
</tr>]"
388,CTRI/2020/11/028811,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Results of study to be published in a peer review in Index journal.,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
389,CTRI/2020/11/028779,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,None,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>BECT063/Equine.CoV.Ab-Phase-I/CTP-01Ver: 1.1 dated:07.10.20  </td>
<td>Protocol Number </td>
</tr>]"
390,CTRI/2020/11/028827,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
391,CTRI/2020/11/028905,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
392,CTRI/2020/11/028903,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,None Yet.,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
393,CTRI/2020/11/028897,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,"The results of this study are planned to be published in order to provide information on efficacy
and safety of ANT-V Syrup in management of upper respiratory tract infections, in Indian population","[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
394,CTRI/2020/11/028959,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
395,CTRI/2020/11/028976,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>BBIL/BBV152-C/2020 Version No: 3.0; Date: 20-10-2020 </td>
<td>Protocol Number </td>
</tr>]"
396,CTRI/2020/11/029025,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
397,CTRI/2020/11/029032,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,None,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>BECT062/Covid-19-phase-I&amp;II/CTP-01Ver: 1.1 dated:07.10.20 </td>
<td>Protocol Number </td>
</tr>]"
398,CTRI/2020/11/029038,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
399,CTRI/2020/11/029058,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,No publication has been made from the current trial yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
400,CTRI/2020/11/029063,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,None published yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>Nil </td>
<td>NIL </td>
</tr>]"
401,CTRI/2020/11/029130,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Not Applicable,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
402,CTRI/2020/11/029146,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>Nil </td>
<td>NIL </td>
</tr>]"
403,CTRI/2020/11/029170,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,None,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
404,CTRI/2020/11/029166,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,not applicable,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
405,CTRI/2020/11/029233,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
406,CTRI/2020/11/029232,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NA,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
407,CTRI/2020/11/029230,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NA,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
408,CTRI/2020/11/029263,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,None yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>GPL/CT/2020/007/IV Version 2.0 dated 26-Jun-20  </td>
<td>Protocol Number </td>
</tr>]"
409,CTRI/2020/11/029265,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,Not yet; to be published later,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>U1111-1259-4250 </td>
<td>UTN </td>
</tr>]"
410,CTRI/2020/11/029289,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>Nil </td>
<td>NIL </td>
</tr>]"
411,CTRI/2020/11/029305,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Study will be published for academic purpose,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
412,CTRI/2020/11/029328,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NA,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>IND02-ORAL-COVID-19 Version 1.0 dated 15 Sep 2020 </td>
<td>Protocol Number </td>
</tr>]"
413,CTRI/2020/11/029356,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
414,CTRI/2020/11/029346,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NOT YET PUBLISHED ANYWHERE,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
415,CTRI/2020/11/029345,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Open to Recruitment,,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>GCO 20 2115 </td>
<td>Protocol Number </td>
</tr>, <tr>
<td>NCT04512079 </td>
<td>ClinicalTrials.gov </td>
</tr>]"
416,CTRI/2020/11/029396,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
417,CTRI/2020/11/029399,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
418,CTRI/2020/11/029388,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>PIR/OBS/2020; Version No.: 4.0, Dated: 03/11/2020 </td>
<td>Protocol Number </td>
</tr>]"
419,CTRI/2020/11/029444,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>SVACRC/20/1 V 2.0 Dated 09-Oct-2020 </td>
<td>NIL </td>
</tr>]"
