referenceid	username	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	type	control_type	placebo_plus_soc	category	intervention	intervention_plus_soc
845	ndevito	tri02888	PACTR202005622389003	PACTR	Hydroxychloroquine, Azithromycine and Zinc for the treatment of SARS-Cov2 infection in Senegal. COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=11053	PACTR202005622389003	2020-07-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin;Hydroxychloroquine	no
845	ndevito	tri02888	PACTR202005622389003	PACTR	Hydroxychloroquine, Azithromycine and Zinc for the treatment of SARS-Cov2 infection in Senegal. COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=11053	PACTR202005622389003	2020-07-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin;Hydroxychloroquine	no
845	ndevito	tri02888	PACTR202005622389003	PACTR	Hydroxychloroquine, Azithromycine and Zinc for the treatment of SARS-Cov2 infection in Senegal. COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=11053	PACTR202005622389003	2020-07-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
828	ndevito	tri03359	NCT04370834	ClinicalTrials.gov	Tocilizumab for Patients With Cancer and COVID-19 Disease	https://clinicaltrials.gov/show/NCT04370834	NCT04370834	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	no
827	ndevito	tri02028	NCT04358783	ClinicalTrials.gov	Convalescent Plasma Compared to the Best Available Therapy for the Treatment of SARS-CoV-2 Pneumonia	https://clinicaltrials.gov/show/NCT04358783	NCT04358783	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
827	ndevito	tri02028	NCT04358783	ClinicalTrials.gov	Convalescent Plasma Compared to the Best Available Therapy for the Treatment of SARS-CoV-2 Pneumonia	https://clinicaltrials.gov/show/NCT04358783	NCT04358783	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
848	schorrsg	tri04421	PACTR202007720062393	PACTR	Combination Therapies to Reduce Carriage of SARS-Cov-2 and Improve Outcome of COVID-19 in Ivory Coast: a Phase Randomized IIb Trial (INTENSE-COV)	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12183	PACTR202007720062393	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Telmisartan	defined_soc
848	schorrsg	tri04421	PACTR202007720062393	PACTR	Combination Therapies to Reduce Carriage of SARS-Cov-2 and Improve Outcome of COVID-19 in Ivory Coast: a Phase Randomized IIb Trial (INTENSE-COV)	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12183	PACTR202007720062393	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Atorvastatin	NULL
849	schorrsg	tri04422	PACTR202007611764617	PACTR	Lagos COVID-19 Black Seed Oil Trial (LACBSOT)	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12192	PACTR202007611764617	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	traditional_medicine	Black Seed Oil	no
849	schorrsg	tri04422	PACTR202007611764617	PACTR	Lagos COVID-19 Black Seed Oil Trial (LACBSOT)	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12192	PACTR202007611764617	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
847	schorrsg	tri04419	PACTR202006760881890	PACTR	Lagos Covid-19 Convalescent Plasma Trial (LACCPT)	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12168	PACTR202006760881890	2020-11-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
847	schorrsg	tri04419	PACTR202006760881890	PACTR	Lagos Covid-19 Convalescent Plasma Trial (LACCPT)	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12168	PACTR202006760881890	2020-11-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
825	schorrsg	tri09159	NCT04883203	ClinicalTrials.gov	The Effect of Vitamin D Supplementation on COVID-19 Recovery	https://clinicaltrials.gov/show/NCT04883203	NCT04883203	2020-09-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Vitamin D3 (Cholecalciferol)	no
825	schorrsg	tri09159	NCT04883203	ClinicalTrials.gov	The Effect of Vitamin D Supplementation on COVID-19 Recovery	https://clinicaltrials.gov/show/NCT04883203	NCT04883203	2020-09-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	NULL	NULL	NULL	NULL
826	schorrsg	tri09190	NCT04894721	ClinicalTrials.gov	Prophylaxis for COVID-19: Ivermectin in Close Contacts of COVID-19 Cases (IVERNEX-TUC)	https://clinicaltrials.gov/show/NCT04894721	NCT04894721	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Ivermectin	no
826	schorrsg	tri09190	NCT04894721	ClinicalTrials.gov	Prophylaxis for COVID-19: Ivermectin in Close Contacts of COVID-19 Cases (IVERNEX-TUC)	https://clinicaltrials.gov/show/NCT04894721	NCT04894721	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	NULL	NULL	NULL	NULL
816	schorrsg	tri03264	NCT04432272	ClinicalTrials.gov	ANTIBODY-LEVEL BASED ANALYSIS OF COVID-19 CONVALESCENT SERUM (ABACCuS)	https://clinicaltrials.gov/show/NCT04432272	NCT04432272	2020-11-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
815	schorrsg	tri03235	NCT04421404	ClinicalTrials.gov	Effects of COVID-19 Convalescent Plasma (CCP) on Coronavirus-associated Complications in Hospitalized Patients	https://clinicaltrials.gov/show/NCT04421404	NCT04421404	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
815	schorrsg	tri03235	NCT04421404	ClinicalTrials.gov	Effects of COVID-19 Convalescent Plasma (CCP) on Coronavirus-associated Complications in Hospitalized Patients	https://clinicaltrials.gov/show/NCT04421404	NCT04421404	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	NULL	NULL	NULL	NULL
814	schorrsg	tri02475	NCT04377672	ClinicalTrials.gov	Human Convalescent Plasma for High Risk Children Exposed or Infected With SARS-CoV-2 (COVID-19)	https://clinicaltrials.gov/show/NCT04377672	NCT04377672	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
796	schorrsg	tri08607	ISRCTN18304314	ISRCTN	Effect of convalescent plasma therapy on intensive care unit (ICU) deaths from COVID-19 in Suriname	http://www.isrctn.com/ISRCTN18304314	ISRCTN18304314	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
796	schorrsg	tri08607	ISRCTN18304314	ISRCTN	Effect of convalescent plasma therapy on intensive care unit (ICU) deaths from COVID-19 in Suriname	http://www.isrctn.com/ISRCTN18304314	ISRCTN18304314	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	defined_soc	NULL	NULL	NULL	NULL
795	schorrsg	tri08600	NCT04853901	ClinicalTrials.gov	Remdesivir Efficacy In Management Of COVID-19 Patients	https://clinicaltrials.gov/show/NCT04853901	NCT04853901	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Remdesivir	no
795	schorrsg	tri08600	NCT04853901	ClinicalTrials.gov	Remdesivir Efficacy In Management Of COVID-19 Patients	https://clinicaltrials.gov/show/NCT04853901	NCT04853901	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	defined_soc	NULL	NULL	NULL	NULL
794	schorrsg	tri05726	NCT04476979	ClinicalTrials.gov	Comparison of Tocilizumab Plus Dexamethasone vs. Dexamethasone for Patients With Covid-19	https://clinicaltrials.gov/show/NCT04476979	NCT04476979; EUCTR2020-001246-18	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Tocilizumab	defined_soc
794	schorrsg	tri05726	NCT04476979	ClinicalTrials.gov	Comparison of Tocilizumab Plus Dexamethasone vs. Dexamethasone for Patients With Covid-19	https://clinicaltrials.gov/show/NCT04476979	NCT04476979; EUCTR2020-001246-18	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
773	schorrsg	tri08159	NCT04779047	ClinicalTrials.gov	Comparative Therapeutic Efficacy and Safety of Different Antiviral and Anti Inflammatory Drugs in COVID-19 Patients.	https://clinicaltrials.gov/show/NCT04779047	NCT04779047	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Lopinavir;Remdesivir;Ritonavir	defined_soc
773	schorrsg	tri08159	NCT04779047	ClinicalTrials.gov	Comparative Therapeutic Efficacy and Safety of Different Antiviral and Anti Inflammatory Drugs in COVID-19 Patients.	https://clinicaltrials.gov/show/NCT04779047	NCT04779047	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine;Ivermectin	defined_soc
772	schorrsg	tri08152	NCT04738045	ClinicalTrials.gov	Comparison of Remdesivir Versus Lopinavir/ Ritonavir and Remdesivir Combination in COVID-19 Patients	https://clinicaltrials.gov/show/NCT04738045	NCT04738045	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	defined_soc
772	schorrsg	tri08152	NCT04738045	ClinicalTrials.gov	Comparison of Remdesivir Versus Lopinavir/ Ritonavir and Remdesivir Combination in COVID-19 Patients	https://clinicaltrials.gov/show/NCT04738045	NCT04738045	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	defined_soc	NULL	NULL	NULL	NULL
771	schorrsg	tri08148	NCT04723459	ClinicalTrials.gov	Efficacy of Nano-Ivermectin Impregnated Masks in Prevention of Covid-19 Among Healthy Contacts and Medical Staff	https://clinicaltrials.gov/show/NCT04723459	NCT04723459	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	device	NULL	no
771	schorrsg	tri08148	NCT04723459	ClinicalTrials.gov	Efficacy of Nano-Ivermectin Impregnated Masks in Prevention of Covid-19 Among Healthy Contacts and Medical Staff	https://clinicaltrials.gov/show/NCT04723459	NCT04723459	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	no	NULL	NULL	NULL
769	schorrsg	tri06779	NCT04621123	ClinicalTrials.gov	Plasma for Early Treatment in Non-hospitalised Mild or Moderate COVID-19 Patients	https://clinicaltrials.gov/show/NCT04621123	NCT04621123	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
769	schorrsg	tri06779	NCT04621123	ClinicalTrials.gov	Plasma for Early Treatment in Non-hospitalised Mild or Moderate COVID-19 Patients	https://clinicaltrials.gov/show/NCT04621123	NCT04621123	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
770	schorrsg	tri08147	NCT04716569	ClinicalTrials.gov	Evaluation of Ivermectin Mucoadhesive Nanosuspension as Nasal Spray in Management of Early Covid-19	https://clinicaltrials.gov/show/NCT04716569	NCT04716569	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Ivermectin	undefined_soc
770	schorrsg	tri08147	NCT04716569	ClinicalTrials.gov	Evaluation of Ivermectin Mucoadhesive Nanosuspension as Nasal Spray in Management of Early Covid-19	https://clinicaltrials.gov/show/NCT04716569	NCT04716569	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
758	schorrsg	tri07965	NCT04768179	ClinicalTrials.gov	Safety & Efficacy of Low Dose Aspirin / Ivermectin Combination Therapy for Treatment of Covid-19 Patients	https://clinicaltrials.gov/show/NCT04768179	NCT04768179	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Aspirin;Ivermectin	undefined_soc
758	schorrsg	tri07965	NCT04768179	ClinicalTrials.gov	Safety & Efficacy of Low Dose Aspirin / Ivermectin Combination Therapy for Treatment of Covid-19 Patients	https://clinicaltrials.gov/show/NCT04768179	NCT04768179	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Aspirin;Ivermectin	undefined_soc
758	schorrsg	tri07965	NCT04768179	ClinicalTrials.gov	Safety & Efficacy of Low Dose Aspirin / Ivermectin Combination Therapy for Treatment of Covid-19 Patients	https://clinicaltrials.gov/show/NCT04768179	NCT04768179	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
757	schorrsg	tri07959	NCT04747158	ClinicalTrials.gov	COVID-19 Convalescent Plasma Therapy	https://clinicaltrials.gov/show/NCT04747158	NCT04747158	2020-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
756	schorrsg	tri07952	NCT04713176	ClinicalTrials.gov	Efficacy and Safety of DWJ1248 With Remdesivir in Severe COVID-19 Patients	https://clinicaltrials.gov/show/NCT04713176	NCT04713176	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	DWJ1248	defined_soc
756	schorrsg	tri07952	NCT04713176	ClinicalTrials.gov	Efficacy and Safety of DWJ1248 With Remdesivir in Severe COVID-19 Patients	https://clinicaltrials.gov/show/NCT04713176	NCT04713176	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	defined_soc	NULL	NULL	NULL
724	schorrsg	tri01745	CTRI/2020/04/024804	CTRI	Evaluation of safety and efficacy of convalescent plasma in COVID-19 patients	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42849	CTRI/2020/04/024804	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
724	schorrsg	tri01745	CTRI/2020/04/024804	CTRI	Evaluation of safety and efficacy of convalescent plasma in COVID-19 patients	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42849	CTRI/2020/04/024804	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
723	schorrsg	tri01742	CTRI/2020/04/024775	CTRI	Study to assess the efficacy and safety of convalescent plasma in moderate COVID-19 disease.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43149	CTRI/2020/04/024775	2020-08-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
723	schorrsg	tri01742	CTRI/2020/04/024775	CTRI	Study to assess the efficacy and safety of convalescent plasma in moderate COVID-19 disease.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43149	CTRI/2020/04/024775	2020-08-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
714	schorrsg	tri07043	NCT04602507	ClinicalTrials.gov	Ivermectin in Adults With Severe COVID-19.	https://clinicaltrials.gov/show/NCT04602507	NCT04602507	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Ivermectin	undefined_soc
714	schorrsg	tri07043	NCT04602507	ClinicalTrials.gov	Ivermectin in Adults With Severe COVID-19.	https://clinicaltrials.gov/show/NCT04602507	NCT04602507	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
713	schorrsg	tri07005	NCT04552379	ClinicalTrials.gov	The Containing Coronavirus Disease 19 (COVID-19) Trial	https://clinicaltrials.gov/show/NCT04552379	NCT04552379	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Interferon Beta	no
713	schorrsg	tri07005	NCT04552379	ClinicalTrials.gov	The Containing Coronavirus Disease 19 (COVID-19) Trial	https://clinicaltrials.gov/show/NCT04552379	NCT04552379	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
703	schorrsg	tri05601	NCT04465695	ClinicalTrials.gov	Dual Therapy With Interferon Beta-1b and Clofazimine for COVID-19	https://clinicaltrials.gov/show/NCT04465695	NCT04465695	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	multiple	Clofazimine;Interferon Beta	undefined_soc
703	schorrsg	tri05601	NCT04465695	ClinicalTrials.gov	Dual Therapy With Interferon Beta-1b and Clofazimine for COVID-19	https://clinicaltrials.gov/show/NCT04465695	NCT04465695	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Clofazimine	undefined_soc
703	schorrsg	tri05601	NCT04465695	ClinicalTrials.gov	Dual Therapy With Interferon Beta-1b and Clofazimine for COVID-19	https://clinicaltrials.gov/show/NCT04465695	NCT04465695	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
702	schorrsg	tri05534	NCT04458948	ClinicalTrials.gov	Open Label Non-comparative Trial of the Combination of Hydroxychloroquine and Azithromycin in the Treatment of Hospitalized Patients	https://clinicaltrials.gov/show/NCT04458948	NCT04458948	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin;Hydroxychloroquine	no
701	schorrsg	tri05475	NCT04452812	ClinicalTrials.gov	Statistical and Epidemiological Study Based on the Use of Convalescent Plasma for the Management of Patients With COVID-19	https://clinicaltrials.gov/show/NCT04452812	NCT04452812	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
701	schorrsg	tri05475	NCT04452812	ClinicalTrials.gov	Statistical and Epidemiological Study Based on the Use of Convalescent Plasma for the Management of Patients With COVID-19	https://clinicaltrials.gov/show/NCT04452812	NCT04452812	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
700	schorrsg	tri03570	NCT04442191	ClinicalTrials.gov	Convalescent Plasma as a Possible Treatment for COVID-19	https://clinicaltrials.gov/show/NCT04442191	NCT04442191	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
700	schorrsg	tri03570	NCT04442191	ClinicalTrials.gov	Convalescent Plasma as a Possible Treatment for COVID-19	https://clinicaltrials.gov/show/NCT04442191	NCT04442191	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
673	schorrsg	tri01085	NCT04318444	ClinicalTrials.gov	Hydroxychloroquine Post Exposure Prophylaxis for Coronavirus Disease (COVID-19)	https://clinicaltrials.gov/show/NCT04318444	NCT04318444	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
673	schorrsg	tri01085	NCT04318444	ClinicalTrials.gov	Hydroxychloroquine Post Exposure Prophylaxis for Coronavirus Disease (COVID-19)	https://clinicaltrials.gov/show/NCT04318444	NCT04318444	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
672	schorrsg	tri00269	NCT04286503	ClinicalTrials.gov	The Clinical Study of Carrimycin on Treatment Patients With COVID-19	https://clinicaltrials.gov/show/NCT04286503	NCT04286503	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Carrimycin	undefined_soc
672	schorrsg	tri00269	NCT04286503	ClinicalTrials.gov	The Clinical Study of Carrimycin on Treatment Patients With COVID-19	https://clinicaltrials.gov/show/NCT04286503	NCT04286503	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	undefined_soc
672	schorrsg	tri00269	NCT04286503	ClinicalTrials.gov	The Clinical Study of Carrimycin on Treatment Patients With COVID-19	https://clinicaltrials.gov/show/NCT04286503	NCT04286503	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Umifenovir (Arbidol)	undefined_soc
672	schorrsg	tri00269	NCT04286503	ClinicalTrials.gov	The Clinical Study of Carrimycin on Treatment Patients With COVID-19	https://clinicaltrials.gov/show/NCT04286503	NCT04286503	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Chloroquine	undefined_soc
671	schorrsg	tri01601	ACTRN12620000557932	ANZCTR	International ALLIANCE Study of Therapies to prevent progression of COVID-19, a randomized trial	https://anzctr.org.au/ACTRN12620000557932.aspx	ACTRN12620000557932	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Vitamin C	defined_soc
671	schorrsg	tri01601	ACTRN12620000557932	ANZCTR	International ALLIANCE Study of Therapies to prevent progression of COVID-19, a randomized trial	https://anzctr.org.au/ACTRN12620000557932.aspx	ACTRN12620000557932	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
674	schorrsg	tri03289	NCT04328285	ClinicalTrials.gov	Chemoprophylaxis of SARS-CoV-2 Infection (COVID-19) in Exposed Healthcare Workers	https://clinicaltrials.gov/show/NCT04328285	NCT04328285; EUCTR2020-001188-96	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
674	schorrsg	tri03289	NCT04328285	ClinicalTrials.gov	Chemoprophylaxis of SARS-CoV-2 Infection (COVID-19) in Exposed Healthcare Workers	https://clinicaltrials.gov/show/NCT04328285	NCT04328285; EUCTR2020-001188-96	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	no
