index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
1688,ISRCTN16842454,ISRCTN,2020-11-10,2020-05-19,True,Ministry of Research and Technology/National Research and Innovation Agency (Indonesia),Recruiting,Not Applicable,Interventional,Indonesia,Effectiveness and safety of plasma convalescent therapy in patients with COVID-19,ATMP,Plasma,Plasma,5,http://isrctn.com/ISRCTN16842454,None
1689,ISRCTN56609224,ISRCTN,2020-09-21,2020-01-06,True,Public Health England,Recruiting,Not Applicable,Observational,United Kingdom,Evaluating home antibody test kits for the detection of coronavirus (COVID-19) antibodies,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,3000,http://isrctn.com/ISRCTN56609224,None
1690,EUCTR2020-001467-82-NL,EU Clinical Trials Register,2020-04-28,2020-10-23,False,Leiden University Medical Center,Authorised,Phase 2,Interventional,Netherlands,Investigation of the antiviral effect of Voclosporine on COVID-19 in renal transplant patients,Drug,Voclosporin,Voclosporin,30,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001467-82,None
1691,EUCTR2020-004743-83-GB,EU Clinical Trials Register,2020-10-26,2020-09-11,True,Synairgen Research Limited,Authorised,Phase 3,Interventional,"Argentina, Mexico, Moldova, Republic of, Romania, Chile, India, Russian Federation, Germany, Italy, Poland, Canada, Netherlands, Brazil, Peru, Portugal, Israel, United States, Colombia, France, Belgium, Turkey, United Kingdom, South Africa, Ukraine, Serbia, Spain",A trial of an inhaled antiviral drug to treat or prevent severe respiratory difficulties in patients hospitalised with moderate COVID-19,Drug,Interferon beta,Interferon beta,900,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-004743-83,None
1692,ACTRN12620001265965,ANZCTR,2020-11-25,2020-03-30,True,Hospital Regional de Alta Especialidad Dr. Juan Graham Casasús,Not Recruiting,Not Applicable,Observational,Mexico,Epidemiology and clinical features in patients with COVID-19 in Mexican Southeast: A retrospective analysis,Clinical Presentation (Epidemiology),No Intervention,No Intervention,1000,https://anzctr.org.au/ACTRN12620001265965.aspx,None
1693,ACTRN12620001279910,ANZCTR,2020-11-26,2021-01-02,False,Royal Prince Alfred Hopsital,Not Recruiting,Not Applicable,Observational,Australia,"Investigating the safety, satisfaction and efficacy of pulmonary tele rehabilitation for people with respiratory conditions, including patients recovering from COVID-19.


",Telehealth,Physio & Rehabilitation,Physio & Rehabilitation,100,https://anzctr.org.au/ACTRN12620001279910.aspx,None
1694,ACTRN12620001269921,ANZCTR,2020-11-25,2020-11-27,False,Bendigo Health,Not Recruiting,Not Applicable,Observational,Australia,The Loddon Mallee Healthcare Worker COVID-19 Study,Other,No Intervention,No Intervention,4000,https://anzctr.org.au/ACTRN12620001269921.aspx,None
1695,ACTRN12620001249943,ANZCTR,2020-11-20,2020-01-12,True,Aegros Ltd.,Not Recruiting,Phase 1/Phase 2,Interventional,Australia,"Intravenous immunoglobulin rich in neutralising antibodies to SARS-CoV-2 as a passive
immunity modality in healthy individuals at risk of infection with COVID-19: an open label,
active control Phase 1/2 Study",ATMP,Immunoglobulin,Immunoglobulin,30,https://anzctr.org.au/ACTRN12620001249943.aspx,None
1696,ISRCTN63459073,ISRCTN,2020-11-19,2019-01-04,True,University of Porto,Recruiting,Not Applicable,Observational,Portugal,"COVID-19 pandemic effects on depression, anxiety and help-seeking attitudes in college students",Other (psych),No Intervention,No Intervention,500,http://isrctn.com/ISRCTN63459073,None
1697,ISRCTN12792822,ISRCTN,2020-11-18,2020-11-21,False,Population Council - Kenya,Recruiting,Not Applicable,Interventional,Kenya,Cash transfers to stimulate school re-enrollment among vulnerable adolescent girls in urban informal settlements as Kenya responds to COVID-19,Other,Other,Other,1700,http://isrctn.com/ISRCTN12792822,None
1698,ISRCTN90437126,ISRCTN,2020-11-17,2020-09-15,True,Federal University of Pernambuco,Recruiting,Phase 3,Interventional,Brazil,Study on the effects of using ivermectin to prevent COVID-19 in an adult population in Brazil,Drug (Chemoprophylaxis),Ivermectin,Ivermectin,800,http://isrctn.com/ISRCTN90437126,None
1699,ISRCTN40292537,ISRCTN,2020-11-17,2020-01-04,True,ACCORD (UK),Recruiting,Not Applicable,Observational,United Kingdom,Early Pandemic Evaluation and Enhanced Surveillance of the coronavirus COVID-19 (EAVE II),Clinical Presentation (Epidemiology),No Intervention,No Intervention,5400000,http://isrctn.com/ISRCTN40292537,None
1700,ISRCTN14810048,ISRCTN,2020-11-17,2020-03-25,True,LMU Klinikum,Not Recruiting,Not Applicable,Observational,Germany,AspCOVID-19 study: fungal infection of the airways in severe COVID-19 pneumonia,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,32,http://isrctn.com/ISRCTN14810048,None
1701,ISRCTN68675756,ISRCTN,2020-07-01,2020-10-02,False,Bengbu Medical College,Not Recruiting,Not Applicable,Interventional,China,Psychological intervention to improve the mental health of patients with COVID-19,Other (psych),Psychological,Psychological,93,http://isrctn.com/ISRCTN68675756,None
1702,ISRCTN55218215,ISRCTN,2019-07-05,2019-01-02,True,University of Stirling,Recruiting,Not Applicable,Interventional,United Kingdom,Trial of financial incentives for preventing postpartum return to smoking,Not relevant,Not relevant,Not relevant,900,http://isrctn.com/ISRCTN55218215,None
1703,EUCTR2020-001546-19-BE,EU Clinical Trials Register,2020-04-09,2020-04-21,False,Argenx BV,Not Recruiting,Phase 1/Phase 2,Interventional,Belgium,A First-in-Human Study in Adult Subjects Hospitalized with Covid-19 to Investigate a new product called ARGX-117,Drug,ARGX-117,ARGX-117,6,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001546-19,None
1704,EUCTR2020-001319-26-ES,EU Clinical Trials Register,2020-05-14,2020-05-14,False,Instituto de Investigación Sanitaria Fundación Jiménez Díaz,Authorised,Phase 3,Interventional,Spain,Clinical trial to assess the prognostic repercussions of rosuvastatin treatment in patients discharged after hospitalization for COVID-19 Positive.,Drug,Rosuvastatin,Rosuvastatin,1080,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001319-26,None
1705,EUCTR2020-001995-13-ES,EU Clinical Trials Register,2020-05-21,2020-05-15,True,Fundación SEIMC-GESIDA,Authorised,Phase 2,Interventional,Spain,Clinical trial to evaluate the efficacy and safety of tocilizumab for treating patients with COVID-19 pneumonia: the BREATH-19 Study,Drug,Tocilizumab,Tocilizumab,500,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001995-13,None
1706,EUCTR2020-002274-28-ES,EU Clinical Trials Register,2020-05-21,2020-05-19,True,Fundación para la Investigación y la Innovación Biosanitaria del Principado de Asturias (FINBA),Authorised,Phase 4,Interventional,Spain,Evaluation of the likely beneficial effects of vitamin D on infection with coronavirus.,Drug,Vitamin D,Vitamin D,60,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002274-28,None
1707,EUCTR2020-001704-42-ES,EU Clinical Trials Register,2020-05-21,2020-05-15,True,Instituto de Investigación Marqués de Valdecilla (IDIVAL),Authorised,Phase 4,Interventional,Spain,Controlled and randomised trial to assess the safety and efficacy of hydroxychloroquine chemoprophylaxis in SARS CoV2 infection in hospital healthcare personnel (Sanitarios sin COVID-19).,Drug (Chemoprophylaxis),Hydroxychloroquine,Hydroxychloroquine,450,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001704-42,None
1708,EUCTR2020-002287-31-ES,EU Clinical Trials Register,2020-05-25,2020-05-22,True,Fundación Pública Andaluza para la Investigación de Málaga en Biomedicina y Salud (FIMABIS),Authorised,Phase 3,Interventional,Spain,COVID 19 prevention in nursing homes,Drug,Hydroxychloroquine,Hydroxychloroquine,1930,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002287-31,None
1709,EUCTR2020-002037-15-ES,EU Clinical Trials Register,2020-05-26,2020-05-25,True,Cristina Avendaño-Solá,Authorised,Phase 2,Interventional,Spain,"Multicenter, randomized, open-label study to evaluate the efficacy and safety of SOC + Sarilumab versus Standard of Care for the Early Treatment of COVID-19-pneumonia in Hospitalized Patients",Drug,Sarilumab,Sarilumab,200,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002037-15,None
1710,EUCTR2020-001960-28-ES,EU Clinical Trials Register,2020-05-26,2020-05-25,True,Investigation Institute Bioaraba,Authorised,Phase 4,Interventional,Spain,Efficacy of vitamin D treatment in patients diagnosed with pneumonia who require hospital admission and have vitamin D deficiency and a positive diagnosis for SARS-Cov-2 (COVID-19),Drug,Vitamin D,Vitamin D,108,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001960-28,None
1711,EUCTR2020-001841-38-ES,EU Clinical Trials Register,2020-05-26,2020-05-25,True,Sociedad Española de Cardiología,Authorised,Phase 3,Interventional,Spain,"Colchicine for the Treatment of Hyperinflammation associated with Pneumonia due to COVID-19
",Drug,Colchicine,Colchicine,240,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001841-38,None
1712,EUCTR2020-002456-21-NL,EU Clinical Trials Register,2020-05-26,2020-05-28,False,Radboud University Medical Centre,Not Recruiting,Phase 4,Interventional,Netherlands,Boosting the BCG-induced immunity response by addition of bisphosphonate or MMR vaccine: a possible preventive approach against the coronavirus (BCG-PLUS),ATMP,Vaccine,Vaccine,100,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002456-21,None
1713,EUCTR2020-001605-23-ES,EU Clinical Trials Register,2020-05-31,2020-05-29,True,Basque Health Service,Authorised,Phase 4,Interventional,Spain,Effectiveness of the combined treatment with hydroxycloroquine and azithromycin vs lopinavir/ritonavir + hydroxycloroquine in hospitalized patients with confirmed COVID-19 infection,Drug,Hydroxychloroquine + Azithromycin vs. Lopinavir/ritonavir + Hydroxychloroquine,Hydroxychloroquine; Azithromycin; Lopinavir/ritonavir,108,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001605-23,None
1714,EUCTR2020-002312-43-ES,EU Clinical Trials Register,2020-05-31,2020-05-28,True,Hospital Universitario Severo Ochoa,Authorised,Phase 3,Interventional,Spain,"Clinical trial,  randomized, open-label, to evaluate the efficacy of  high-dose vitamin D  in patients with COVID-19 pneumonia",Drug,Vitamin D,Vitamin D,82,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002312-43,None
1715,EUCTR2020-001671-32-ES,EU Clinical Trials Register,2020-05-31,2020-05-28,False,"Staidson (Beijing) Biopharmaceuticals Co., Ltd; Beijing Defengrui Biological Technology Co., Ltd.",Authorised,Phase 2,Interventional,Spain,"A clinical trial to investigate the efficacy and safety of a new compound for the treatment of COVID-19, called BDB-001. Patients in the trial will be randomly allocated to either the new treatment or the conventional treatment and will be aware of which treatment they are receiving",Drug,BDB-001,BDB-001,60,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001671-32,CTRI/2020/08/027109
1716,EUCTR2020-002009-25-CZ,EU Clinical Trials Register,2020-06-04,2020-01-10,True,"University Hospital, Pilsen",Authorised,Phase 2,Interventional,Czech Republic,The efficacy and safety of Eftilagimod Alpha Treatment in COVID-19 disease (EAT COVID trial),Drug,Eftilagimod Alpha,Eftilagimod Alpha,104,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002009-25,None
1717,EUCTR2020-001971-33-ES,EU Clinical Trials Register,2020-07-22,2020-02-06,True,Carmen Hidalgo,Authorised,Phase 3,Interventional,Spain,"Pragmatic study ""CORIVER"": Ivermectin as antiviral treatment for patients infected by SARS-COV2 (COVID19)",Drug,Ivermectin vs. Hydroxychloroquine + Azithormycin,Ivermectin; Hydroxychloroquine; Azithormycin,45,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001971-33,None
1718,EUCTR2020-002234-32-BE,EU Clinical Trials Register,2020-10-26,,False,"University Hospital, Bern",Authorised,Phase 3,Interventional,Belgium,Efficacy and Safety of Edoxaban and or Colchicine for patients with SARS-CoV-2 infection managed in the out of hospital setting (COVID 19),Drug,Endoxaban vs. Colchicine vs. Endoxaban + Colchicine,Endoxaban; Colchicine,420,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002234-32,None
1719,EUCTR2020-004682-39-CZ,EU Clinical Trials Register,2020-11-13,2020-11-16,False,Thomayer Hospital,Authorised,Phase 4,Interventional,Czech Republic,"Pilot, open-label, monocentric study evaluating safety and clinical effect of application of NORMOSANGÂ® in patients with COVID-19 disease",Drug,Normosang,Normosang,8,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-004682-39,None
1720,EUCTR2020-001206-35-DE,EU Clinical Trials Register,2020-04-09,2020-04-14,False,Medical University Innsbruck,Authorised,Phase 4,Interventional,"Austria, Germany",Discontinuation of ACE inhibitors in patients with COVID-19 infection,Drug,ACE inhibitors,ACE inhibitors,798,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001206-35,None
1721,EUCTR2020-002322-85-SE,EU Clinical Trials Register,2020-05-14,2020-02-07,True,Kancera AB,Authorised,Phase 2,Interventional,Sweden,"KAND567 Versus Placebo in Subjects Hospitalized with COVID-19. A Phase II, Randomized, 2-Arm Parallel-Group, Double-blind Study to Evaluate Efficacy, Safety, Tolerability, and Pharmacokinetics.",Drug,KAND567,KAND567,40,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002322-85,None
1722,EUCTR2020-003936-25-IT,EU Clinical Trials Register,2020-11-23,2020-10-31,True,Dompe Farmaceutici,Authorised,Phase 2/Phase 3,Interventional,Italy,Trial to study efficacy and safety of two doses of raloxifene in adult paucisymptomatic COVID-19 patients,Drug,Raloxifene,Raloxifene,150,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-003936-25,None
1723,EUCTR2020-003904-15-DK,EU Clinical Trials Register,2020-08-11,2020-08-27,False,University of Southern Denmark,Authorised,Phase 3,Interventional,Denmark,BCG vaccine for seniors to prevent infections during the COVID-19 pandemic.,ATMP,Vaccine,Vaccine,1900,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-003904-15,None
1724,EUCTR2020-001784-88-FI,EU Clinical Trials Register,2020-04-17,2020-04-29,False,University of Helsinki,Authorised,Phase 3,Interventional,Finland,"A clinical study to evaluate the efficacy of different anti-viral drugs in
SARS-CoV-2 infected patients (COVID-19)",Drug,"Oxiklorin, Hydroxychloroquine, Remdesivir","Oxiklorin, Hydroxychloroquine, Remdesivir",582,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001784-88,None
1725,DRKS00022729,German Clinical Trials Register,2020-07-30,2020-07-15,True,"University Hospital Carl Gustav Carus, Dresden",Recruiting,Not Applicable,Observational,Germany,SARS-CoV-2 Surveillance in Day Care Centers (COVID-19),Clinical Presentation (Epidemiology),No Intervention,No Intervention,750,http://www.drks.de/DRKS00022729,None
1726,DRKS00021439,German Clinical Trials Register,2020-04-20,2020-04-20,False,"University Hospital, Freiburg",Recruiting,Not Applicable,Observational,Germany,COVID-19 associated brainstem encephalitis - is SARS-CoV-2 a neurotropic agent?,Clinical Presentation,No Intervention,No Intervention,70,http://www.drks.de/DRKS00021439,None
1727,DRKS00021443,German Clinical Trials Register,2020-04-28,2020-04-23,True,University of Oldenburg,Recruiting,Not Applicable,Observational,Germany,Feasibility and usability of video-based physical therapy for older people in the context of the COVID-19 pandemic,Other (physio),Physio & Rehabilitation,Physio & Rehabilitation,30,http://www.drks.de/DRKS00021443,None
1728,DRKS00021447,German Clinical Trials Register,2020-04-27,2020-01-05,True,Charité University,Not Recruiting,Phase 2,Interventional,Germany,CytoResc - CytoSorb Rescue for COVID-19 Cytokine Storm,Other (device),Cytokine Adsorber,Cytokine Adsorber,100,http://www.drks.de/DRKS00021447,None
