,index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
1149,2033,RPCEC00000321,RPCEC,2020-06-22,2020-04-27,True,"Center for Genetic Engineering and Biotechnology (CIGB), Havana",Recruiting,Not Applicable,Interventional,Cuba,VIDA study,Drug,CIGB-258 Peptide,CIGB-258 Peptide,0,https://rpcec.sld.cu/en/trials/RPCEC00000321-En,None
1150,2034,RPCEC00000322,RPCEC,2020-07-03,2020-05-05,True,Dr. José Manuel Ballester Santovenia Institute of Hematology and Immunology,Recruiting,Not Applicable,Interventional,Cuba,Stem cells in patients with lung lesions (COVID-19),ATMP,Cells (mesenchymal),Cells (mesenchymal),20,https://rpcec.sld.cu/en/trials/RPCEC00000322-En,None
1151,2036,RPCEC00000330,RPCEC,2020-08-11,2020-11-08,False,"Center for Genetic Engineering and Biotechnology (CIGB), Havana",Not Recruiting,Phase 2,Interventional,Mexico,DALIA Study,Drug,CIGB-258 Peptide,CIGB-258 Peptide,60,https://rpcec.sld.cu/en/trials/RPCEC00000330-En,None
1152,2037,RPCEC00000332,RPCEC,2020-08-13,2020-08-24,False,Finlay Vaccine Institute (IFV),Recruiting,Phase 1/Phase 2,Interventional,Cuba,SOBERANA 01,ATMP,Vaccine,Vaccine,676,https://rpcec.sld.cu/en/trials/RPCEC00000332-En,None
1153,2038,RPCEC00000334,RPCEC,2020-09-10,2020-09-14,False,Centro Nacional de Biopreparados (BioCen),Recruiting,Not Applicable,Interventional,Cuba,Biomodulin T in older adult for protection in events of local transmission of COVID-19,Drug,Biomodulin T,Biomodulin T,0,https://rpcec.sld.cu/en/trials/RPCEC00000334-En,None
1154,2039,RPCEC00000335,RPCEC,2020-09-19,2020-09-26,False,Centro Nacional de Biopreparados (BioCen),Recruiting,Not Applicable,Interventional,Cuba,BIOMODULINA T in a long-lived population at high risk of COVID-19 infection,Drug,Biomodulin T,Biomodulin T,0,https://rpcec.sld.cu/en/trials/RPCEC00000335-En,None
1155,2040,RPCEC00000337,RPCEC,2020-10-01,2020-12-10,False,"Center for Genetic Engineering and Biotechnology (CIGB), Havana",Not Recruiting,Phase 1/Phase 2,Interventional,Cuba,OLIVO Study,Drug,Interferon alpha,Interferon alpha,80,https://rpcec.sld.cu/en/trials/RPCEC00000337-En,None
1156,2041,RPCEC00000338,RPCEC,2020-10-17,2020-10-19,False,Finlay Vaccine Institute (IFV),Not Recruiting,Phase 1,Interventional,Cuba,SOBERANA 01A,ATMP,Vaccine,Vaccine,60,https://rpcec.sld.cu/en/trials/RPCEC00000338-En,None
1157,2042,RPCEC00000340,RPCEC,2020-10-27,2020-02-11,True,Finlay Vaccine Institute (IFV),Not Recruiting,Phase 1,Interventional,Cuba,SOBERANA 02,ATMP,Vaccine,Vaccine,40,https://rpcec.sld.cu/en/trials/RPCEC00000340-En,None
1158,2046,RPCEC00000345,RPCEC,2020-11-26,2020-07-12,True,"Center for Genetic Engineering and Biotechnology (CIGB), Havana",Not Recruiting,Phase 1/Phase 2,Interventional,Cuba,MAMBISA Study,ATMP,Vaccine,Vaccine,88,https://rpcec.sld.cu/en/trials/RPCEC00000345-En,None
1159,2047,RPCEC00000346,RPCEC,2020-11-26,2020-07-12,True,"Center for Genetic Engineering and Biotechnology (CIGB), Havana",Not Recruiting,Phase 1/Phase 2,Interventional,Cuba,ABDALA Clinical Study,ATMP,Vaccine,Vaccine,0,https://rpcec.sld.cu/en/trials/RPCEC00000346-En,None
1160,2050,TCTR20201015003,TCTR,2020-08-10,2020-01-10,True,Ratchadapiseksompotch Fund,Recruiting,Phase 4,Interventional,Thailand,Clinical outcomes and safety of preoperative non-preserved steroid eye drop in trabeculectomy: A randomised controlled trial,Not relevant,Not relevant,Not relevant,162,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=6630,None
1161,2056,TCTR20200819003,TCTR,2020-08-15,2020-09-15,False,Mahidol University,Not Recruiting,Phase 2,Interventional,Thailand,"Efficacy and feasibility of an audio-based mindfulness intervention in reducing anxiety, depression and stress among people with the risk of anxiety and depression during the coronavirus disease 2019 (COVID-19) pandemic in Thailand",Other (psych),Psychological,Psychological,70,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=6659,None
1162,2059,TCTR20200601002,TCTR,2020-05-28,2020-01-06,True,Self-sponsored,Recruiting,Not Applicable,Interventional,Malaysia,"A Randomized Controlled Trial on Effectiveness of Mental Health & Psychosocial Support Module (MHPSS) in Reduction of Depression, Anxiety and Stress among Healthcare Workers during COVID-19 Pandemic in Jerantut, Pahang",Other (psych),Psychological,Psychological,110,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=6322,None
1163,2061,TCTR20200514001,TCTR,2020-05-12,2020-01-06,True,Siriraj Hospital,Not Recruiting,Phase 2/Phase 3,Interventional,Thailand,An Investigation of the Efficacy and Safety of Favipiravir in COVID-19 Patients without Pneumonia Ã¢?? An open-label randomized controlled study Ã¢??,Drug,Favipiravir,Favipiravir,96,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=6236,None
1164,2064,TCTR20200409006,TCTR,2020-04-03,2020-01-05,True,King Chulalongkorn Memorial Hospital,Not Recruiting,Not Applicable,Interventional,Thailand,Efficacy of HA330 Hemoperfusion in Critically Ill Patients with Severe COVID-19,Other (device),HA330,HA330,206,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=6016,None
1165,2066,TCTR20200404004,TCTR,2020-03-31,2020-04-27,False,Health Systems Research Institute (HSRI),Not Recruiting,Phase 4,Interventional,Thailand,Comparative effectiveness of Chloroquine and Vitamin C prophylaxis in household contacts of confirmed COVID-19 patients,Drug,Chloroquine + Vitamin C,Chloroquine; Vitamin C,400,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=5995,None
1166,2070,PER-013-20,REPEC,2020-06-25,2020-01-06,True,Seguro Social de Salud,Recruiting,Phase 2,Interventional,Peru,CONVALESCENT PLASMA AS TREATMENT FOR COVID-19,ATMP,Plasma,Plasma,192,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=013-20,None
1167,2071,PER-031-20,REPEC,2020-07-27,2020-06-07,True,Oncosalud,Not Recruiting,Phase 2,Interventional,Peru,PHASE 2 STUDY OF EFFICACY AND SAFETY OF PLASMA FROM CONVALESCENT PATIENTS WITH COVID-19 IN PATIENTS WITH MODERATE DISEASE (AUNA 20-01),ATMP,Plasma,Plasma,50,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=031-20,None
1168,2072,PER-032-20,REPEC,2020-07-23,2020-07-22,True,"Kiniksa Pharmaceuticals, Ltd.",Recruiting,Phase 2,Interventional,"United Kindgdom, Chile, South Africa, Peru, Italy, Ireland, United States","A PHASE 2/3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO EVALUATE THE EFFICACY AND SAFETY OF MAVRILIMUMAB (KPL-301) TREATMENT IN ADULT SUBJECTS HOSPITALIZED WITH SEVERE COVID-19 PNEUMONIA AND HYPER-INFLAMMATION",Drug,Mavrilimumab,Mavrilimumab,115,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=032-20,None
1169,2073,PER-034-20,REPEC,2020-07-17,2020-09-07,False,Universidad Peruana Cayetano Heredia,Recruiting,Phase 2,Interventional,Peru,RANDOMIZED PHASE IIA CLINICAL TRIAL TO COMPARE THE EFFICACY OF IVERMECTIN VERSUS PLACEBO TO OBTAIN NEGATIVE PCR RESULTS IN PATIENTS WITH EARLY PHASE COVID-19,Drug,Ivermectin,Ivermectin,68,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=034-20,None
1170,2074,PER-050-20,REPEC,2020-09-17,2020-09-28,False,"Telios Pharma, Inc.",Not Recruiting,Phase 2,Interventional,"Russian Federation, Philippines, Argentina, Ukraine, Peru, Italy, France, Brazil, Romania, Germany, Denmark, Spain, United States, Hungary","â€œA PHASE 1/2, DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED STUDY OF TL-895 WITH STANDARD AVAILABLE TREATMENT VERSUS STANDARD AVAILABLE TREATMENT FOR THE TREATMENT OF COVID-19 IN PATIENTS WITH CANCERâ€",Drug,TL-895,TL-895,30,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=050-20,None
1171,2075,PER-054-20,REPEC,2020-08-20,2020-10-09,False,CureVac AG,Recruiting,Phase 2,Interventional,"Peru, Brazil, Panama","COVID-19: A PHASE 2A, PARTIALLY OBSERVER-BLIND, MULTICENTER, CONTROLLED, DOSE-CONFIRMATION CLINICAL TRIAL TO EVALUATE THE SAFETY, REACTOGENICITY AND IMMUNOGENICITY OF THE INVESTIGATIONAL SARS-COV-2 MRNA VACCINE CVNCOV IN ADULTS >60 YEARS OF AGE AND 18 TO 60 YEARS OF AGE",ATMP,Vaccine,Vaccine,270,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=054-20,None
1172,2076,PER-060-20,REPEC,2020-09-21,2020-07-09,True,Marina de Guerra del Peru,Recruiting,Phase 2,Interventional,Peru,"RANDOMIZED PHASE 2 CLINICAL TRIAL TO EVALUATE SAFETY AND EFFICACY OF THE USE OF PLASMA FROM CONVALESCENT PATIENTS WITH THE NEW CORONAVIRUS DISEASE (COVID-19) FOR THE EXPERIMENTAL TREATMENT  OF PATIENTS HOSPITALIZED IN THE CENTRO MEDICO NAVAL ""CIRUJANO MAYOR SANTIAGO TAVARA""
""",ATMP,Plasma,Plasma,100,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=060-20,None
1173,2077,PER-064-20,REPEC,2020-09-29,2020-01-10,True,Universidad Peruana Cayetano Heredia,Recruiting,Phase 2,Interventional,Peru,LACTOFERRIN FOR PREVENTION OF COVID-19 IN HEALTH CARE PERSONNEL.,Drug (Chemoprophylaxis),Lactoferrin,Lactoferrin,336,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=064-20,None
1174,2078,PER-067-20,REPEC,2020-10-29,2020-09-18,True,Oncotelic Inc.,Not Recruiting,Phase 2,Interventional,Argentina,"A DOUBLE BLIND, RANDOMIZED, PLACEBO CONTROLLED, MULTI CENTER STUDY OF OT 101 IN HOSPITALIZED COVID 19 SUBJECTS",Drug,Trabedersen,Trabedersen,48,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=067-20,None
1175,2079,JPRN-JapicCTI-205270,JPRN,2020-04-23,2020-05-25,False,"Chugai Pharmaceutical Co., Ltd.",Not Recruiting,Phase 3,Interventional,Japan,A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia in Japan,Drug,Tocilizumab,Tocilizumab,10,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-205270,None
1176,2080,JPRN-JapicCTI-205465,JPRN,2020-08-27,2020-10-30,False,Human Life CORD Japan Inc.,Not Recruiting,Phase 1,Interventional,Japan,Umbilical cord-derived mesenchymal stromal cells therapy for SARS-CoV-2 infection (COVID-19) related Acute Respiratory Distress Syndrome,ATMP,Cells (mesenchymal),Cells (mesenchymal),12,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-205465,None
1177,2081,JPRN-jRCT1051200078,JPRN,2020-11-24,2020-11-24,False,Matsuyama Akifumi,Recruiting,Phase 2,Interventional,Japan,Study on reduction of salivary virus by povidone iodine on COVID-19,Drug,Povidone iodine,Povidone iodine,440,https://jrct.niph.go.jp/latest-detail/jRCT1051200078,None
1178,2083,JPRN-jRCT2031200180,JPRN,2020-11-04,2020-11-24,False,Taniguchi Masaki,Not Recruiting,Phase 2/Phase 3,Interventional,Japan,A Phase II/III Study of Sargramostim,Drug,Sargramostim,Sargramostim,60,https://jrct.niph.go.jp/latest-detail/jRCT2031200180,None
1179,2084,JPRN-jRCT2051200085,JPRN,2020-11-12,2020-11-25,False,Tomono Kazunori,Recruiting,Phase 1/Phase 2,Interventional,Japan,Phase I / II study of intracutaneous inoculation of COVID-19 DNA vaccine (AG0302-COVID19),ATMP,Vaccine,Vaccine,30,https://jrct.niph.go.jp/latest-detail/jRCT2051200085,None
1180,2085,JPRN-jRCTs031200196,JPRN,2020-11-11,2020-11-11,False,Tsushima Kenji,Recruiting,Phase 2/Phase 3,Interventional,Japan,"Combination therapy of favipiravir, camostat mesilate and inhaled ciclesonide for COVID-19 pneumonia",Drug,Favipiravir + Camostat mesilate + ciclesonide,Favipiravir; Camostat mesilate; ciclesonide,100,https://jrct.niph.go.jp/latest-detail/jRCTs031200196,None
1181,2091,JPRN-UMIN000040744,JPRN,2020-06-16,2020-06-22,False,Yokohama City University,Not Recruiting,Not Applicable,Interventional,Japan,Clinical study to evaluate the efficiency of specific antibody against SARS-CoV-2 for the purpose of its social implementation,Clinical Presentation (Epidemiology),No Intervention,No Intervention,5000,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000046508,None
1182,2092,JPRN-UMIN000041421,JPRN,2020-08-14,2020-08-14,False,Kanazawa University,Not Recruiting,Not Applicable,Interventional,Japan,Detecting Exacerbation Early Signs of SARS-CoV-2 infection by Fitbit: Pilot Study,Other (device),Biosensors,Biosensors,30,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000047290,None
1183,2098,JPRN-UMIN000042384,JPRN,2020-11-16,2020-11-16,False,Jinseikai Kohnan Hospital,Not Recruiting,Not Applicable,Interventional,Japan,Verification of stress relief by introducing online visits to the restrictions on visits of COVID-19,Other (psych),No Intervention,No Intervention,100,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000048379,None
1184,2101,JPRN-UMIN000042477,JPRN,2020-11-17,2020-11-17,False,Yokohama City University,Recruiting,Not Applicable,Interventional,Japan,Prospective research for early detection of COVID-19 pneumonia using mobile CT vehicle at specialized accommodation facilities,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,150,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000048432,None
1185,2107,CTRI/2020/03/024402,CTRI,2020-03-31,2020-08-04,False,Dr. Remesh Bhasi,Not Recruiting,Phase 3,Interventional,India,"Hydroxy Chloroquine, in open labelled, Randomised intervention for prevention of new infection and adverse outcomes following COVID-19 infection -A Tertiary Hospital based study",Drug,Hydroxychloroquine,Hydroxychloroquine,500,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42638,None
1186,2112,CTRI/2020/04/024479,CTRI,2020-04-07,2020-04-13,False,Command Hospital Airforce,Not Recruiting,Not Applicable,Interventional,India,Study of the effect of Hydroxychloroquine in addition to standard therapy in COVID-19 patients,Drug,Chloroquine,Chloroquine,32,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42713,None
1187,2114,CTRI/2020/04/024659,CTRI,2020-04-15,2020-04-27,False,SSV Phytopharmaceuticals,Not Recruiting,Phase 3,Interventional,India,Study of Shreepad Shree Vallabh SSV Formulation to improve immunity in quarantine patients of COVID-19,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,30,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42967,None
1188,2116,CTRI/2020/04/024731,CTRI,2020-04-20,2020-04-24,False,Parul University,Not Recruiting,Phase 3,Interventional,India,Study to Evaluate Preventive Effect of Ayurveda and Homeopathy Treatment in COVID 19,Traditional Medicine (Other),Traditional Medicine,Traditional Medicine,50,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42912,None
1189,2117,CTRI/2020/04/024729,CTRI,2020-04-20,2020-04-21,False,All India Institute of Medical Sciences,Not Recruiting,Phase 2,Interventional,India,"Topical Chloroquine Nasal Drops in Early Stage Covid 19-
Impact on Viral load and cure rates
",Drug,Chloroquine,Chloroquine,60,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42933,None
1190,2119,CTRI/2020/04/024747,CTRI,2020-04-21,2020-01-05,True,GSL Medical College,Not Recruiting,Not Applicable,Interventional,India,EFFECTIVENESS TO MANAGE COVID 19 PANDEMIC BY  TEACHING  VENTILATORY MANAGEMENT TO NON-ANAESTHESIOLOGY RESIDENTS,Other,Other,Other,26,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43115,None
1191,2120,CTRI/2020/04/024775,CTRI,2020-04-21,2020-04-22,False,Indian Council Of Medical Research,Not Recruiting,Phase 2,Interventional,India,Study to assess the efficacy and safety of convalescent plasma in moderate COVID-19 disease.,ATMP,Plasma,Plasma,452,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43149,None
1192,2121,CTRI/2020/04/024749,CTRI,2020-04-21,2020-04-21,False,Serum Institute of India Pvt Ltd,Not Recruiting,Phase 3,Interventional,India,Study to Evaluate the Efficacy of Recombinant BCG VPM1002 in Reducing Infection Incidence and Disease Severity of SARS-COV-2/COVID-19 Among High-Risk Subjects,ATMP,Vaccine,Vaccine,5946,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42972,None
1193,2122,CTRI/2020/04/024806,CTRI,2020-04-22,2020-04-26,False,All India Institute of Medical Sciences,Recruiting,Phase 2,Interventional,India,Imatinib in COVID-19 infection,Drug,Imatinib,Imatinib,100,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42843,None
1194,2123,CTRI/2020/04/024804,CTRI,2020-04-22,2020-11-05,False,International Stemcell Services Ltd,Recruiting,Phase 1/Phase 2,Interventional,India,Evaluation of safety and efficacy of convalescent plasma in COVID-19 patients,ATMP,Plasma,Plasma,24,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42849,None
1195,2124,CTRI/2020/04/024776,CTRI,2020-04-22,2020-04-23,False,Dr. Mahesh Mahich,Recruiting,Not Applicable,Interventional,India,"Novel Artificial Intelligence Algorithm to screen COVID-19 Patients from X-Ray , CT-Scan of Thorax and Voice Sampling through Android App and storage through Cloud",Other (software),eHealth,eHealth,1650,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43160,None
1196,2127,CTRI/2020/04/024833,CTRI,2020-04-24,2020-01-05,True,Dr. Narayanan Parameswaran,Not Recruiting,Not Applicable,Interventional,India,BCG-Denmark versus no-BCG for COVID 19 prevention,ATMP,Vaccine,Vaccine,1826,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43105,None
1197,2128,CTRI/2020/04/024857,CTRI,2020-04-25,2020-04-05,True,Welling Healthcare Private Limited,Not Recruiting,Phase 1/Phase 2,Interventional,India,Proving the efficacy of  Homeopathic treatment in prevention and cure of COVID-19.,Other,Homeopathy,Homeopathy,100,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43212,None
1198,2130,CTRI/2020/04/024858,CTRI,2020-04-25,2020-04-25,False,Max Super Speciality Hospital (Devki Devi Foundation),Not Recruiting,Not Applicable,Interventional,India,"Ã¢??To study the effectiveness of Ivermectin with standard of care treatment
versus standard of care treatment for COVID 19 cases. A Pilot Study",Drug,Ivermectin,Ivermectin,50,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43236,None
