,trialid,source_register,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address
1204,NCT04337008,ClinicalTrials.gov,2020-04-03,2020-04-03,False,Recruiting,Not Applicable,Interventional,France,Renin Angiotensin System - CoronaVirus,50,https://clinicaltrials.gov/show/NCT04337008
1205,NCT04337541,ClinicalTrials.gov,2020-04-02,2020-04-02,False,Not Recruiting,Not Applicable,Interventional,Denmark,Reduction in COVID-19 Infection Using Surgical Facial Masks Outside the Healthcare System,6000,https://clinicaltrials.gov/show/NCT04337541
1206,NCT04337788,ClinicalTrials.gov,2020-04-03,2020-05-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Gerontological Telemonitoring of Older Adults Living in Nursing Homes With COVID-19 Disease,200,https://clinicaltrials.gov/show/NCT04337788
1207,NCT04338568,ClinicalTrials.gov,2020-04-04,2020-04-16,False,Recruiting,Not Applicable,Interventional,Belgium,Screening COVID-19 by Point-of-care Lung Ultrasound: a Validation Study,50,https://clinicaltrials.gov/show/NCT04338568
1208,NCT04338698,ClinicalTrials.gov,2020-04-04,2020-04-22,False,Recruiting,Phase 3,Interventional,Pakistan,"Hydroxychloroquine, Oseltamivir and Azithromycin for the Treatment of COVID-19 Infection: An RCT",500,https://clinicaltrials.gov/show/NCT04338698
1209,NCT04338802,ClinicalTrials.gov,2020-04-01,2020-04-02,False,Not Recruiting,Phase 2,Interventional,No Country Given,Efficacy and Safety of Nintedanib in the Treatment of Pulmonary Fibrosis in Patients With Moderate to Severe COVID -19,96,https://clinicaltrials.gov/show/NCT04338802
1210,NCT04338906,ClinicalTrials.gov,2020-04-03,2020-06-01,False,Not Recruiting,Phase 4,Interventional,No Country Given,Combination Therapy With Camostat Mesilate + Hydroxychloroquine for COVID-19,334,https://clinicaltrials.gov/show/NCT04338906
1211,NCT04339660,ClinicalTrials.gov,2020-04-02,2020-02-01,True,Recruiting,Phase 1/Phase 2,Interventional,China,Clinical Research of Human Mesenchymal Stem Cells in the Treatment of COVID-19 Pneumonia,30,https://clinicaltrials.gov/show/NCT04339660
1212,NCT04339816,ClinicalTrials.gov,2020-04-06,2020-05-13,False,Not Recruiting,Phase 3,Interventional,Czech Republic,Azithromycin Added to Hydrochloroquine in Patients Admitted to Intensive Care With COVID-19: Randomised Controlled Trial,3,https://clinicaltrials.gov/show/NCT04339816
1213,NCT04340050,ClinicalTrials.gov,2020-04-07,2020-04-10,False,Not Recruiting,Phase 1,Interventional,United States,COVID-19 Convalescent Plasma,10,https://clinicaltrials.gov/show/NCT04340050
1214,NCT04340414,ClinicalTrials.gov,2020-03-03,2020-02-20,True,Recruiting,Not Applicable,Interventional,China,Safety and Effectiveness of Low-flow ECMO Driving by CVVH Machine in Severe NCP,10,https://clinicaltrials.gov/show/NCT04340414
1215,NCT04341038,ClinicalTrials.gov,2020-04-07,2020-04-01,True,Recruiting,Phase 3,Interventional,Spain,Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With COVID-19 Lung Injury,84,https://clinicaltrials.gov/show/NCT04341038
1216,NCT04341142,ClinicalTrials.gov,2020-04-08,2020-04-09,False,Recruiting,Not Applicable,Interventional,France,Assessment of Serological Techniques for Screening Patients Regarding COVID-19-COVID-SER,550,https://clinicaltrials.gov/show/NCT04341142
1217,NCT04341207,ClinicalTrials.gov,2020-04-08,2020-04-03,True,Recruiting,Phase 2,Interventional,France,Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease in French Cancer Patients,1000,https://clinicaltrials.gov/show/NCT04341207
1218,NCT04341389,ClinicalTrials.gov,2020-04-07,2020-04-12,False,Not Recruiting,Phase 2,Interventional,China,A Phase II Clinical Trial to Evaluate the Recombinant Vaccine for COVID-19 (Adenovirus Vector),508,https://clinicaltrials.gov/show/NCT04341389
1219,NCT04341610,ClinicalTrials.gov,2020-04-07,2020-04-20,False,Not Recruiting,Phase 1/Phase 2,Interventional,Denmark,ASC Therapy for Patients With Severe Respiratory COVID-19,0,https://clinicaltrials.gov/show/NCT04341610
1220,NCT04341675,ClinicalTrials.gov,2020-04-05,2020-04-24,False,Recruiting,Phase 2,Interventional,United States,Sirolimus Treatment in Hospitalized Patients With COVID-19 Pneumonia,30,https://clinicaltrials.gov/show/NCT04341675
1221,NCT04341870,ClinicalTrials.gov,2020-04-06,2020-04-11,False,Not Recruiting,Phase 2/Phase 3,Interventional,France,"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",27,https://clinicaltrials.gov/show/NCT04341870
1222,NCT04341922,ClinicalTrials.gov,2020-04-07,2020-05-09,False,Not Recruiting,Not Applicable,Interventional,Sweden,A Online-delivered Cognitive-behavioral Intervention for Dysfunctional Worry Related to the Covid-19 Pandemic,670,https://clinicaltrials.gov/show/NCT04341922
1223,NCT04342156,ClinicalTrials.gov,2020-04-08,2020-04-01,True,Not Recruiting,Phase 3,Interventional,No Country Given,Safety And Efficacy Of Hydroxychloroquine For At Risk Population (SHARP) Against COVID-19,0,https://clinicaltrials.gov/show/NCT04342156
1224,NCT04342169,ClinicalTrials.gov,2020-04-07,2020-04-04,True,Recruiting,Phase 2,Interventional,United States,University of Utah COVID-19 Hydrochloroquine Trial,400,https://clinicaltrials.gov/show/NCT04342169
1225,NCT04342182,ClinicalTrials.gov,2020-03-31,2020-04-08,False,Not Recruiting,Phase 2/Phase 3,Interventional,Netherlands,Convalescent Plasma as Therapy for Covid-19 Severe SARS-CoV-2 Disease (CONCOVID Study),426,https://clinicaltrials.gov/show/NCT04342182
1226,NCT04342650,ClinicalTrials.gov,2020-04-04,2020-04-08,False,Not Recruiting,Phase 2,Interventional,Brazil,Chloroquine Diphosphate in the Prevention of SARS in Covid-19 Infection,152,https://clinicaltrials.gov/show/NCT04342650
1227,NCT04342897,ClinicalTrials.gov,2020-04-10,2020-04-20,False,Not Recruiting,Phase 2,Interventional,United States,A Study of LY3127804 in Participants With COVID-19,95,https://clinicaltrials.gov/show/NCT04342897
1228,NCT04343001,ClinicalTrials.gov,2020-04-08,2020-10-01,False,Not Recruiting,Phase 3,Interventional,"Pakistan, Nigeria",Coronavirus Response - Active Support for Hospitalised Covid-19 Patients,0,https://clinicaltrials.gov/show/NCT04343001
1229,NCT04343092,ClinicalTrials.gov,2020-04-05,2020-04-18,False,Not Recruiting,Phase 1,Interventional,Iraq,Effectiveness of Ivermectin as add-on Therapy in COVID-19 Management,16,https://clinicaltrials.gov/show/NCT04343092
1230,NCT04343144,ClinicalTrials.gov,2020-04-09,2020-04-15,False,Not Recruiting,Phase 2,Interventional,France,"Trial Evaluating Efficacy and Safety of Nivolumab (OptivoÂ®) in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort.",92,https://clinicaltrials.gov/show/NCT04343144
1231,NCT04343183,ClinicalTrials.gov,2020-04-07,2020-04-01,True,Not Recruiting,Not Applicable,Interventional,United States,Hyperbaric Oxygen Therapy (HBOT) as a Treatment for COVID-19 (COVID-19) Infection,48,https://clinicaltrials.gov/show/NCT04343183
1232,NCT04343261,ClinicalTrials.gov,2020-04-08,2020-04-10,False,Not Recruiting,Phase 2,Interventional,United States,Convalescent Plasma in the Treatment of COVID 19,48,https://clinicaltrials.gov/show/NCT04343261
1233,NCT04343651,ClinicalTrials.gov,2020-03-31,2020-04-01,False,Not Recruiting,Phase 2,Interventional,United States,Study to Evaluate the Efficacy and Safety of Leronlimab for Mild to Moderate COVID-19,86,https://clinicaltrials.gov/show/NCT04343651
1234,NCT04343690,ClinicalTrials.gov,2020-04-09,2020-03-27,True,Not Recruiting,Not Applicable,Interventional,United States,COPING With COVID-19( CWC-19),0,https://clinicaltrials.gov/show/NCT04343690
1235,NCT04343768,ClinicalTrials.gov,2020-04-08,2020-04-09,False,Not Recruiting,Phase 2,Interventional,Iran,"An Investigation Into Beneficial Effects of Interferon Beta 1a, Compared to Interferon Beta 1b And The Base Therapeutic Regiment in Moderate to Severe COVID-19: A Randomized Clinical Trial",60,https://clinicaltrials.gov/show/NCT04343768
1236,NCT04343794,ClinicalTrials.gov,2020-02-20,2020-04-01,False,Recruiting,Not Applicable,Interventional,Hong Kong,Using BiovitalsÂ® Sentinel to Monitor Disease Progression in Subjects Quarantined for Suspected COVID-19,200,https://clinicaltrials.gov/show/NCT04343794
1237,NCT04343963,ClinicalTrials.gov,2020-04-09,2020-04-04,True,Recruiting,Phase 2/Phase 3,Interventional,Mexico,Pyridostigmine in Severe SARS-CoV-2 Infection,436,https://clinicaltrials.gov/show/NCT04343963
1238,NCT04344106,ClinicalTrials.gov,2020-04-08,2020-04-01,True,Recruiting,Not Applicable,Interventional,France,Prone Positioning in Spontaneously Breathing Nonintubated Covid-19 Patient: a Pilot Study,25,https://clinicaltrials.gov/show/NCT04344106
1239,NCT04344210,ClinicalTrials.gov,2020-04-07,2020-04-17,False,Not Recruiting,Not Applicable,Interventional,Brazil,Impact of Tele-interventions During the COVID-19 Pandemic in Patients With Diabetes Mellitus,149,https://clinicaltrials.gov/show/NCT04344210
1240,NCT04344288,ClinicalTrials.gov,2020-04-10,2020-04-21,False,Not Recruiting,Phase 2,Interventional,France,Corticosteroids During Covid-19 Viral Pneumonia Related to SARS-Cov-2 Infection,11,https://clinicaltrials.gov/show/NCT04344288
1241,NCT04344379,ClinicalTrials.gov,2020-03-27,2020-04-17,False,Not Recruiting,Phase 3,Interventional,France,Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,122,https://clinicaltrials.gov/show/NCT04344379
1242,NCT04344431,ClinicalTrials.gov,2020-04-09,2020-04-14,False,Recruiting,Phase 2/Phase 3,Interventional,France,Management by Hyperbaric Oxygen Therapy of Patients With Hypoxaemic Pneumonia With SARS-CoV-2 (COVID-19),100,https://clinicaltrials.gov/show/NCT04344431
1243,NCT04344444,ClinicalTrials.gov,2020-04-10,2020-04-13,False,Not Recruiting,Phase 3,Interventional,United States,Treatment in Patients With Suspected or Confirmed COVID-19 With Early Moderate or Severe Disease,600,https://clinicaltrials.gov/show/NCT04344444
1244,NCT04344457,ClinicalTrials.gov,2020-04-08,2020-04-16,False,Recruiting,Phase 1/Phase 2,Interventional,United States,"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19",80,https://clinicaltrials.gov/show/NCT04344457
1245,NCT04344600,ClinicalTrials.gov,2020-04-10,2020-05-29,False,Recruiting,Phase 2,Interventional,United States,Peginterferon Lambda-1a for the Prevention and Treatment of SARS-CoV-2 (COVID-19) Infection,164,https://clinicaltrials.gov/show/NCT04344600
1246,NCT04344756,ClinicalTrials.gov,2020-04-09,2020-04-20,False,Not Recruiting,Phase 2,Interventional,France,"Trial Evaluating Efficacy and Safety of Anticoagulation in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort",808,https://clinicaltrials.gov/show/NCT04344756
1247,NCT04344782,ClinicalTrials.gov,2020-04-09,2020-04-15,False,Not Recruiting,Phase 2,Interventional,No Country Given,"Trial Evaluating Efficacy and Safety of Bevacizumab (AvastinÂ®/ZeribevÂ®) in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort",130,https://clinicaltrials.gov/show/NCT04344782
1248,NCT04344951,ClinicalTrials.gov,2020-04-06,2020-04-06,False,Recruiting,Phase 2,Interventional,Greece,"Chloroquine Phosphate Against Infection by the Novel Coronavirus SARS-CoV-2 (COVID-19): The HOPE Open-Label, Non Randomized Clinical Trial",60,https://clinicaltrials.gov/show/NCT04344951
1249,NCT04345276,ClinicalTrials.gov,2020-04-10,2020-03-18,True,Not Recruiting,Phase 4,Interventional,China,Efficacy and Safety of Ganovo (Danoprevir) Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection,10,https://clinicaltrials.gov/show/NCT04345276
1250,NCT04345289,ClinicalTrials.gov,2020-04-10,2020-05-01,False,Recruiting,Phase 3,Interventional,Denmark,Efficacy and Safety of Novel Treatment Options for Adults With COVID-19 Pneumonia,1100,https://clinicaltrials.gov/show/NCT04345289
1251,NCT04345406,ClinicalTrials.gov,2020-04-11,2020-04-15,False,Not Recruiting,Phase 3,Interventional,Egypt,Angiotensin Converting Enzyme Inhibitors in Treatment of Covid 19,60,https://clinicaltrials.gov/show/NCT04345406
1252,NCT04345445,ClinicalTrials.gov,2020-04-08,2020-04-15,False,Not Recruiting,Phase 3,Interventional,Malaysia,Study to Evaluate the Efficacy and Safety of Tocilizumab Versus Corticosteroids in Hospitalised COVID-19 Patients With High Risk of Progression,310,https://clinicaltrials.gov/show/NCT04345445
1253,NCT04345549,ClinicalTrials.gov,2020-04-10,2020-02-26,True,Not Recruiting,Not Applicable,Interventional,United Kingdom,Ayurveda Self-Management for Flu Like Symptoms During the Covid-19 Outbreak,18,https://clinicaltrials.gov/show/NCT04345549
1254,NCT04345692,ClinicalTrials.gov,2020-04-09,2020-03-26,True,Not Recruiting,Phase 3,Interventional,United States,A Randomized Controlled Clinical Trial: Hydroxychloroquine for the Treatment of COVID-19 in Hospitalized Patients,17,https://clinicaltrials.gov/show/NCT04345692
1255,NCT04345861,ClinicalTrials.gov,2020-04-05,2020-04-11,False,Not Recruiting,Phase 2/Phase 3,Interventional,France,Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for COVID-19 Pneumonia (COVIDOC Trial),7,https://clinicaltrials.gov/show/NCT04345861
1256,NCT04345887,ClinicalTrials.gov,2020-04-10,2020-04-21,False,Not Recruiting,Phase 4,Interventional,Turkey,Spironolactone in Covid-19 Induced ARDS,60,https://clinicaltrials.gov/show/NCT04345887
1257,NCT04345991,ClinicalTrials.gov,2020-04-10,2020-04-15,False,Recruiting,Phase 2,Interventional,France,"Efficacy of Convalescent Plasma to Treat COVID-19 Patients, a Nested Trial in the CORIMUNO-19 Cohort",120,https://clinicaltrials.gov/show/NCT04345991
1258,NCT04346017,ClinicalTrials.gov,2020-04-13,2020-03-20,True,Recruiting,Not Applicable,Interventional,Belgium,Evaluation of Interleukine 6 (and Other Cytokines and Inflammatory Markers) in COVID-19 Patients With a Systemic Inflammatory Response Syndrome,200,https://clinicaltrials.gov/show/NCT04346017
1259,NCT04346082,ClinicalTrials.gov,2020-04-07,2020-08-01,False,Not Recruiting,Not Applicable,Interventional,Hong Kong,Feasibility of Online Based Mindfulness Interventions During COVID-19 Outbreak,30,https://clinicaltrials.gov/show/NCT04346082
1260,NCT04346355,ClinicalTrials.gov,2020-04-12,2020-03-31,True,Not Recruiting,Phase 2,Interventional,Italy,Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,126,https://clinicaltrials.gov/show/NCT04346355
1261,NCT04346368,ClinicalTrials.gov,2020-03-23,2020-04-01,False,Not Recruiting,Phase 1/Phase 2,Interventional,China,Bone Marrow-Derived Mesenchymal Stem Cell Treatment for Severe Patients With Coronavirus Disease 2019 (COVID-19),20,https://clinicaltrials.gov/show/NCT04346368
1262,NCT04346420,ClinicalTrials.gov,2020-04-08,2020-04-09,False,Not Recruiting,Not Applicable,Interventional,Belgium,Impact of the Double-Trunk Mask on Oxygenation Titration in COVID-19,12,https://clinicaltrials.gov/show/NCT04346420
1263,NCT04346446,ClinicalTrials.gov,2020-04-14,2020-04-20,False,Not Recruiting,Phase 2,Interventional,India,Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients,29,https://clinicaltrials.gov/show/NCT04346446
1264,NCT04346589,ClinicalTrials.gov,2020-04-09,2020-04-15,False,Recruiting,Not Applicable,Interventional,Italy,Convalescent Antibodies Infusion in Critically Ill COVID 19 Patients,10,https://clinicaltrials.gov/show/NCT04346589
1265,NCT04346797,ClinicalTrials.gov,2020-04-06,2020-04-16,False,Recruiting,Phase 2,Interventional,France,"CORIMUNO19-ECU: Trial Evaluating Efficacy and Safety of Eculizumab (Soliris) in Patients With COVID-19 Infection, Nested in the CORIMUNO-19 Cohort",120,https://clinicaltrials.gov/show/NCT04346797
1266,NCT04346953,ClinicalTrials.gov,2020-04-13,2020-08-20,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Video-Based Exercise for Individuals With Social Isolation Due to Coronavirus (COVID-19),128,https://clinicaltrials.gov/show/NCT04346953
1267,NCT04347226,ClinicalTrials.gov,2020-04-02,2020-04-16,False,Recruiting,Phase 2,Interventional,United States,Anti-Interleukin-8 (Anti-IL-8) for Patients With COVID-19,138,https://clinicaltrials.gov/show/NCT04347226
1268,NCT04347382,ClinicalTrials.gov,2020-04-11,2020-04-30,False,Not Recruiting,Phase 3,Interventional,Pakistan,Honey & Nigella Sativa Trial Against COVID-19,313,https://clinicaltrials.gov/show/NCT04347382
1269,NCT04347512,ClinicalTrials.gov,2020-04-11,2020-06-02,False,Not Recruiting,Phase 3,Interventional,No Country Given,EVALUATION OF THE EFFICACY OF THE HYDROXYCHLOROQUINE-AZITHROMYCIN COMBINATION IN THE IN THE PREVENTION OF COVID-19 RELATED SDRA,0,https://clinicaltrials.gov/show/NCT04347512
1270,NCT04347681,ClinicalTrials.gov,2020-04-08,2020-04-18,False,Recruiting,Phase 2,Interventional,Saudi Arabia,Potential Efficacy of Convalescent Plasma to Treat Severe COVID-19 and Patients at High Risk of Developing Severe COVID-19,575,https://clinicaltrials.gov/show/NCT04347681
1271,NCT04347889,ClinicalTrials.gov,2020-04-13,2020-04-20,False,Not Recruiting,Phase 2,Interventional,No Country Given,Preventing COVID-19 in Healthcare Workers With HCQ: A RCT,0,https://clinicaltrials.gov/show/NCT04347889
1272,NCT04347941,ClinicalTrials.gov,2020-04-08,2020-07-11,False,Recruiting,Not Applicable,Interventional,Ireland,Awake Prone Positioning to Reduce Invasive VEntilation in COVID-19 Induced Acute Respiratory failurE,200,https://clinicaltrials.gov/show/NCT04347941
1273,NCT04347980,ClinicalTrials.gov,2020-04-09,2020-04-01,True,Recruiting,Phase 3,Interventional,France,Dexamethasone Treatment for Severe Acute Respiratory Distress Syndrome Induced by COVID-19,122,https://clinicaltrials.gov/show/NCT04347980
1274,NCT04348370,ClinicalTrials.gov,2020-03-30,2020-04-20,False,Recruiting,Phase 4,Interventional,United States,BCG Vaccine for Health Care Workers as Defense Against COVID 19,1800,https://clinicaltrials.gov/show/NCT04348370
