ISRCTN,Basic results,Peer-reviewed publications,Overall trial start,Overall trial end,Record last updated,Overall trial status,Recruitment status,EudraCT number,ClinicalTrials.gov number
ISRCTN20873088,,2018 Protocol article in https://pubmed.ncbi.nlm.nih.gov/29643169/ protocol (added 30/11/2020) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/33483447/ results (added 25/01/2021),01/01/2016,31/01/2019,25/01/2021,Completed,No longer recruiting,,
ISRCTN92755158,,2020 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/31941523 protocol (added 17/01/2020),01/03/2015,31/08/2018,17/01/2020,Completed,No longer recruiting,2015-003979-29,
ISRCTN13721202,,,01/08/2015,31/12/2016,30/03/2016,Completed,No longer recruiting,,
ISRCTN25558534,,2016 Results article in https://pubmed.ncbi.nlm.nih.gov/27577978/ results (added 30/11/2020),30/11/2008,20/10/2013,30/11/2020,Completed,No longer recruiting,,
ISRCTN55050065,,2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/27746733 results,01/02/2013,02/03/2015,18/10/2016,Completed,No longer recruiting,,
ISRCTN84856452,,2017 Results article in https://www.ncbi.nlm.nih.gov/pubmed/27876806 results,01/05/2007,03/03/2010,28/03/2018,Completed,No longer recruiting,,
ISRCTN14530452,,2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34036331/ (added 27/05/2021),01/10/2015,30/06/2019,27/05/2021,Completed,No longer recruiting,,
ISRCTN67155720,,,04/01/2013,30/06/2014,15/02/2016,Completed,No longer recruiting,,
ISRCTN15181117,,2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30444916 results,01/07/2015,06/12/2015,19/11/2018,Completed,No longer recruiting,,
ISRCTN40104069,,2016 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/27392430 protocol 2018 Results article in http://www.ncbi.nlm.nih.gov/pubmed/29531280 results 2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30552081 secondary analysis rresults,01/03/2016,28/08/2016,17/12/2018,Completed,No longer recruiting,,
ISRCTN54005880,,2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27313871 results,30/05/2015,30/11/2015,20/06/2016,Completed,No longer recruiting,,
ISRCTN14767962,,2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34902004/ (added 10/01/2022),12/03/2015,30/06/2020,10/01/2022,Completed,No longer recruiting,2015-003712-20,
ISRCTN17778965,,2021 Results article in https://pubmed.ncbi.nlm.nih.gov/33738563/ pilot study results (added 22/03/2021),25/01/2016,31/12/2022,22/03/2021,Ongoing,No longer recruiting,,NCT02666079
ISRCTN38950042,Basic results see attached file ISRCTN38950042_BasicResults_04Aug2017.pdf (added 09/08/2017),2016 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/27324114 protocol,01/01/2014,01/06/2016,09/08/2017,Completed,No longer recruiting,,
ISRCTN75458559,,,01/04/2015,31/03/2017,21/03/2016,Completed,No longer recruiting,,
ISRCTN49336428,,,01/06/2016,01/01/2018,03/07/2019,Completed,No longer recruiting,,
ISRCTN56314240,,,01/01/2015,20/06/2019,27/04/2021,Completed,No longer recruiting,,
ISRCTN98453199,,2017 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29175809 Results,24/09/2014,23/04/2015,28/11/2017,Completed,No longer recruiting,,
ISRCTN18221837,,,01/01/2016,02/11/2020,13/07/2016,Completed,No longer recruiting,,
ISRCTN16944868,,,01/07/2014,31/03/2017,31/03/2016,Completed,No longer recruiting,,
ISRCTN17560073,,,27/11/2015,06/02/2017,12/02/2016,Completed,No longer recruiting,,
ISRCTN18006760,,,01/02/2015,30/03/2018,30/11/2017,Completed,No longer recruiting,,
ISRCTN15821205,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/28115329 protocol,01/03/2015,19/03/2021,17/01/2022,Completed,No longer recruiting,,
ISRCTN18148631,,2020 Protocol article in https://pubmed.ncbi.nlm.nih.gov/33371043/ economic evaluation protocol for bedaquiline-containing regimen (added 08/03/2021),01/03/2016,31/07/2022,08/03/2021,Ongoing,No longer recruiting,,NCT02409290
ISRCTN16441661,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/29225889 protocol 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34634246/ (added 12/10/2021),14/12/2015,31/12/2019,12/10/2021,Completed,No longer recruiting,,
ISRCTN13351989,,,01/02/2016,01/08/2016,09/02/2016,Completed,No longer recruiting,,
ISRCTN13654421,,2018 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/29881465 protocol,01/06/2015,30/06/2019,20/08/2020,Completed,No longer recruiting,,
ISRCTN16801028,,2018 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/29482648 protocol,01/09/2015,31/12/2017,07/03/2018,Completed,No longer recruiting,,
ISRCTN10526888,,2019 Preprint results in https://doi.org/10.1101/19004309 non-peer-reviewed results in preprint (added 18/03/2020) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34852855/ (added 03/12/2021),11/06/2015,30/09/2018,03/12/2021,Completed,No longer recruiting,,
ISRCTN64217625,,,15/01/2016,31/10/2016,16/10/2020,Completed,No longer recruiting,,
ISRCTN24029895,,2019 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/30616662 protocol,01/01/2015,01/09/2022,11/10/2019,Ongoing,No longer recruiting,,
ISRCTN93205640,,,01/09/2010,31/12/2011,08/02/2016,Completed,No longer recruiting,,
ISRCTN97551284,,,01/01/2009,10/10/2013,01/02/2017,Completed,No longer recruiting,,
ISRCTN89662169,,,24/06/2015,20/01/2016,05/02/2016,Completed,No longer recruiting,,
ISRCTN51957280,,,01/09/2015,31/08/2019,17/01/2018,Completed,No longer recruiting,,
ISRCTN81308551,,2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27143983 results,22/06/2010,30/10/2012,10/08/2017,Completed,No longer recruiting,,
ISRCTN92719670,,2019 Results article in https://pubmed.ncbi.nlm.nih.gov/30879732/ results (added 30/11/2020),01/07/2015,01/07/2017,30/11/2020,Completed,No longer recruiting,,
ISRCTN15704862,,,20/02/2017,03/08/2018,05/02/2019,Completed,No longer recruiting,,
ISRCTN17182047,,2016 Results article in https://doi.org/10.1038/sj.bdj.2016.914 results (added 01/07/2020),06/11/2014,31/07/2016,01/07/2020,Completed,No longer recruiting,Nil known,Nil known
ISRCTN84079151,,,01/10/2014,28/02/2015,29/04/2016,Completed,No longer recruiting,,
ISRCTN11183372,,2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29881639 results,01/06/2015,30/04/2017,11/06/2018,Completed,No longer recruiting,,
ISRCTN80902301,Basic results see attached file ISRCTN80902301_BasicResults_16May17.docx (added 21/07/2021),,15/12/2015,31/03/2017,21/07/2021,Completed,No longer recruiting,2014-002623-96,
ISRCTN37664281,,2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30639093 results (added 16/01/2019) 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/32252788 qualitative interview results (added 08/04/2020) 2016 Protocol article in https://pubmed.ncbi.nlm.nih.gov/27965859/ protocol (added 23/07/2020) 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/32657919/ results (added 23/07/2020) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/33609398/ (added 16/11/2021),25/11/2013,30/05/2018,16/11/2021,Completed,No longer recruiting,,
ISRCTN11707331,,2018 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/29463586 protocol 2021 Other publications in https://pubmed.ncbi.nlm.nih.gov/34351533/ results of a a cost-utility and cost-consequences analysis (added 06/08/2021),01/08/2013,04/01/2019,06/08/2021,Completed,No longer recruiting,,
ISRCTN56012545,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/27763576 protocol 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34153272/ (added 22/06/2021),01/05/2014,15/12/2019,22/06/2021,Completed,No longer recruiting,,
ISRCTN12868810,,,04/11/2015,30/11/2017,18/10/2017,Completed,No longer recruiting,,
ISRCTN16649996,,2020 Results article in https://pubmed.ncbi.nlm.nih.gov/32758350/(added results,01/01/2016,31/03/2019,10/08/2020,Completed,No longer recruiting,,
ISRCTN94854860,,,06/10/2015,31/03/2023,14/12/2021,Ongoing,No longer recruiting,2015-003542-68,
ISRCTN32290525,,2016 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/27472964 protocol 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/32583630/ results (added 26/06/2020),01/04/2015,31/03/2019,26/06/2020,Completed,No longer recruiting,,
ISRCTN15839666,,2016 Abstract results in https://www.ncbi.nlm.nih.gov/pubmed/27650289 results presented at ISOQOL in : (added 29/04/2019) 2017 Abstract results in http://www.bad.org.uk/shared/get-file.ashx?id=5779&itemtype=document results presented at the 97th Annual Meeting of the British Association of Dermatologists in : (added 29/04/2019) 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/31419362/ results (added 04/01/2021),01/07/2015,30/03/2017,04/01/2021,Completed,No longer recruiting,,NCT02580916
ISRCTN16332228,,2018 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/29615077 protocol 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/33472913/ results (added 22/01/2021),01/04/2016,24/04/2020,07/09/2021,Completed,No longer recruiting,2015-004062-29,
ISRCTN12389567,,,16/03/2016,28/04/2032,02/09/2021,Ongoing,Recruiting,2014-005066-30,NCT02724163
ISRCTN26113637,,,04/12/2015,31/07/2019,15/01/2019,Stopped,Stopped,2015-000402-19,NCT02459067
ISRCTN69614598,,2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/31301748 results (added 16/07/2019) 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/33115893/ qualitative results (added 30/10/2020),01/01/2015,31/03/2018,30/10/2020,Completed,No longer recruiting,,
ISRCTN38220020,,,01/01/2016,31/12/2017,18/10/2017,Completed,No longer recruiting,,
ISRCTN10984408,,,01/11/2015,01/10/2017,16/05/2016,Completed,No longer recruiting,,
ISRCTN11848158,,,01/05/2015,01/05/2016,06/06/2018,Completed,No longer recruiting,,
ISRCTN11222101,,,05/04/2013,12/10/2015,02/02/2016,Completed,No longer recruiting,,
ISRCTN41244132,,2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30784635 results 2019 Other publications in https://www.ncbi.nlm.nih.gov/pubmed/30925157 secondary analysis 2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30999963 results (added 27/08/2019) 2021 Other publications in https://pubmed.ncbi.nlm.nih.gov/33882864/ secondary analysis (added 23/04/2021),01/10/2015,01/03/2018,23/04/2021,Completed,No longer recruiting,N/A,N/A
ISRCTN45202278,,2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29386175 results,30/11/2012,20/06/2018,14/02/2018,Completed,No longer recruiting,,
ISRCTN10367446,,,12/03/2015,31/05/2016,26/01/2016,Completed,No longer recruiting,,
ISRCTN12131308,,,01/02/2008,31/05/2015,01/02/2016,Completed,No longer recruiting,,
ISRCTN11045864,,2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29785679 results,01/10/2015,31/08/2016,24/05/2018,Completed,No longer recruiting,,
ISRCTN79407277,,2020 Results article in https://pubmed.ncbi.nlm.nih.gov/33180798/ results (added 13/11/2020),12/05/2015,31/03/2016,13/11/2020,Completed,No longer recruiting,,
ISRCTN98514933,,2019 Results article in http://dx.doi.org/10.1136/bjsports-2017-098937 results (added 17/05/2019),08/02/2016,01/11/2016,17/05/2019,Completed,No longer recruiting,,
ISRCTN91372291,,,01/03/2016,28/02/2018,10/03/2016,Completed,No longer recruiting,,
ISRCTN17309850,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/28760205 protocol,01/02/2016,31/07/2023,21/12/2020,Ongoing,Recruiting,2015-003997-33,NCT02618577
ISRCTN14244698,,2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/26888539 results,01/01/2011,01/07/2013,30/09/2016,Completed,No longer recruiting,,
ISRCTN50253271,,2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/31349792 results (added 30/07/2019),28/01/2016,14/02/2017,30/07/2019,Completed,No longer recruiting,,
ISRCTN81658067,,2017 Results article in http://dx.doi.org/10.15406/aovs.2017.07.00253 results (added 18/01/2019),01/01/2013,01/10/2013,18/01/2019,Completed,No longer recruiting,,
ISRCTN11285604,,,01/02/2016,31/03/2019,18/03/2020,Completed,No longer recruiting,2016-000369-22,
ISRCTN16873876,,2019 Results article in https://pubmed.ncbi.nlm.nih.gov/31804147/ results (added 01/07/2020),24/03/2014,30/10/2015,01/07/2020,Completed,No longer recruiting,Nil known,Nil known
ISRCTN77340339,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/28634259 protocol 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/32960175/ results (added 23/09/2020),01/02/2015,01/09/2018,23/09/2020,Completed,No longer recruiting,,
ISRCTN13461584,,2020 Results article in https://pubmed.ncbi.nlm.nih.gov/31964174 results (added 07/04/2020),01/02/2016,28/02/2018,07/04/2020,Completed,No longer recruiting,,
ISRCTN38199132,,2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26869586 results,02/06/2015,11/07/2015,15/02/2016,Completed,No longer recruiting,,
ISRCTN89815514,,2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/28030544 results,01/06/2015,18/11/2015,25/09/2017,Completed,No longer recruiting,,
ISRCTN13911492,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/28396238 protocol 2020 Results article in https://doi.org/10.1136/bmj.m1309 results (added 10/06/2020) 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/33275096/ results (added 07/12/2020),01/12/2015,30/11/2019,07/12/2020,Completed,No longer recruiting,,
ISRCTN18000391,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/28969622 protocol 2020 Other publications in https://www.ncbi.nlm.nih.gov/pubmed/31994007 intervention design (added 30/01/2020) 2021 Other publications in https://pubmed.ncbi.nlm.nih.gov/34028913/ patients' and health professionals' experiences (added 25/05/2021),11/01/2016,30/06/2019,25/05/2021,Completed,No longer recruiting,,
ISRCTN14024829,,2018 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/29616141 protocol,01/06/2015,30/09/2019,18/07/2019,Completed,No longer recruiting,,
ISRCTN10260663,,2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30095230 results (added 24/01/2019),13/01/2016,31/12/2016,24/01/2019,Completed,No longer recruiting,,
ISRCTN14512228,,2019 Thesis results in https://repository.ubn.ru.nl/handle/2066/200654 (added 07/01/2022),01/01/2011,01/03/2013,07/01/2022,Completed,No longer recruiting,,
ISRCTN16429164,,2017 Results article in https://pubmed.ncbi.nlm.nih.gov/29362599/ results (added 30/11/2020),01/01/2013,31/12/2013,30/11/2020,Completed,No longer recruiting,,
ISRCTN10351412,,2020 Protocol article in https://pubmed.ncbi.nlm.nih.gov/32685764/ protocol (added 21/07/2020),25/09/2015,01/02/2019,21/07/2020,Completed,No longer recruiting,,
ISRCTN94726536,,,01/01/2012,01/04/2016,26/01/2016,Completed,No longer recruiting,,
ISRCTN78293101,,2015 Results article in http://www.sciencedirect.com/science/article/pii/S147330991500376X results 2016 Results article in http://jamia.oxfordjournals.org/content/23/6/1185 results 2016 Results article in http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0167230 results,17/06/2015,28/02/2016,25/09/2017,Completed,No longer recruiting,,
ISRCTN17751043,,,01/12/2015,31/12/2016,02/02/2016,Completed,No longer recruiting,,
ISRCTN15319297,,,01/11/2014,01/11/2015,25/01/2016,Completed,No longer recruiting,2014-004672-38,
ISRCTN36621459,,2016 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/27073057 Web-Based Intervention Development 2022 Results article in https://pubmed.ncbi.nlm.nih.gov/35348459/ Results (added 30/03/2022),01/12/2016,31/12/2018,30/03/2022,Completed,No longer recruiting,,
ISRCTN14104758,,2019 Results article in https://pubmed.ncbi.nlm.nih.gov/31375523/ results (added 01/07/2020) 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/32737141/ (added 01/06/2021),10/05/2012,28/02/2015,01/06/2021,Completed,No longer recruiting,,
ISRCTN18906333,,,01/01/2016,01/06/2016,24/03/2016,Completed,No longer recruiting,,
ISRCTN95525805,,2018 Results article in https://pubmed.ncbi.nlm.nih.gov/29607175/ (added 07/05/2021),10/12/2014,02/02/2017,07/05/2021,Completed,No longer recruiting,,
ISRCTN68855267,,2020 Results article in https://doi.org/10.1016/j.ecresq.2019.01.002 results (added 25/11/2019),31/10/2015,31/12/2016,25/11/2019,Completed,No longer recruiting,,
ISRCTN11615440,,2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29939315 results (added 10/09/2019) 2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/31214955 results (added 10/09/2019) 2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29804641 results (added 10/09/2019),23/09/2014,31/01/2018,10/09/2019,Completed,No longer recruiting,,
ISRCTN38935454,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/28554920 protocol,24/09/2015,01/09/2020,01/11/2017,Completed,No longer recruiting,,
ISRCTN29521514,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/28683834 protocol 2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30372440 results,22/10/2013,30/07/2017,30/10/2018,Completed,No longer recruiting,,
ISRCTN18176245,,2017 Results article in https://pubmed.ncbi.nlm.nih.gov/28748106/ results,01/04/2015,30/09/2015,24/07/2017,Completed,No longer recruiting,,
ISRCTN15819951,,2017 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/29942591 protocol (added 10/04/2019) 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/31821151/ results (added 19/01/2021),01/06/2015,01/12/2018,19/01/2021,Completed,No longer recruiting,Nil known,NCT02451878
ISRCTN22078616,,,01/09/2008,01/07/2016,24/03/2016,Completed,No longer recruiting,,
ISRCTN17061468,,2020 Results article in https://www.ncbi.nlm.nih.gov/pubmed/31586453 results (added 07/10/2019),01/04/2015,31/12/2017,07/10/2019,Completed,No longer recruiting,,
ISRCTN74074706,,,01/05/2016,05/01/2020,05/12/2018,Completed,No longer recruiting,,
ISRCTN14425615,,2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26925955 results,01/06/2013,01/06/2015,09/08/2016,Completed,No longer recruiting,,
ISRCTN40903497,,,17/10/2014,31/12/2016,20/01/2020,Stopped,No longer recruiting,,
ISRCTN16857539,,,01/12/2014,30/06/2022,21/09/2021,Ongoing,Recruiting,,
ISRCTN13643081,Basic results see attached file ISRCTN13643081_BasicResults_30Jul2019.pdf (added 30/07/2019),2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/31174993 results (added 10/06/2019),24/04/2015,01/02/2019,30/07/2019,Completed,No longer recruiting,2014-003923-23,
ISRCTN11821734,,,11/10/2011,30/04/2015,20/01/2016,Completed,No longer recruiting,,
ISRCTN23538073,,2019 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/30944136 protocol (added 10/05/2019),01/06/2014,01/07/2020,10/05/2019,Completed,No longer recruiting,,
ISRCTN14567609,,,15/01/2016,30/04/2020,11/10/2021,Completed,No longer recruiting,,NCT02902094
ISRCTN86179285,,,22/12/2015,31/10/2020,30/12/2021,Completed,No longer recruiting,,NCT02671903
ISRCTN10158028,,2018 Protocol article in https://pubmed.ncbi.nlm.nih.gov/29218808/ (added 14/05/2021),08/12/2015,05/01/2017,28/06/2021,Completed,No longer recruiting,,
